bloc_id,equipment_id,capteur,lignes,debut,fin,part_retrouvee,lignes_greffees,autocorrelation_cycle,part_pas_irregulier,ecart_niveau_sigma,ratio_dispersion,verdict,regle_decisive,corroborations
EQ-MIX-379|vibration_mm_s|0,EQ-MIX-379,vibration_mm_s,30,2026-05-09 12:00:00+00:00,2026-05-16 18:00:00+00:00,0.0333,2,0.4221,0.0,0.32,0.949,fabriquée,R-DET-003,R-DET-010;R-DET-014
EQ-OVEN-001|current_a|0,EQ-OVEN-001,current_a,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,0.0,1,0.137,0.0,0.125,1.089,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-OVEN-001|current_a|1,EQ-OVEN-001,current_a,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,1.0,0,0.7424,0.0,0.027,1.059,réelle,R-DET-001,
EQ-OVEN-123|current_a|0,EQ-OVEN-123,current_a,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,1.0,1,0.696,0.0,0.104,0.93,réelle,R-DET-001,
EQ-OVEN-123|current_a|1,EQ-OVEN-123,current_a,30,2026-04-17 00:11:00+00:00,2026-04-24 06:11:00+00:00,0.0,0,0.8613,0.8276,0.051,1.007,fabriquée,R-DET-002,R-DET-011
EQ-OVEN-123|current_a|2,EQ-OVEN-123,current_a,30,2026-05-17 00:00:00+00:00,2026-05-24 06:00:00+00:00,0.0,0,0.599,0.0,0.137,1.498,fabriquée,R-DET-002,
EQ-OVEN-123|current_a|3,EQ-OVEN-123,current_a,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,1.0,0,0.6871,0.0,0.036,0.787,réelle,R-DET-001,
EQ-OVEN-123|temperature_c|0,EQ-OVEN-123,temperature_c,30,2026-01-17 00:00:00+00:00,2026-01-24 06:00:00+00:00,1.0,1,0.8786,0.0,0.071,1.105,réelle,R-DET-001,
EQ-OVEN-123|temperature_c|1,EQ-OVEN-123,temperature_c,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.7606,0.0,0.031,1.063,réelle,R-DET-001,
EQ-OVEN-123|temperature_c|2,EQ-OVEN-123,temperature_c,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,1.0,1,0.7908,0.0,0.049,0.968,réelle,R-DET-001,
EQ-OVEN-123|temperature_c|3,EQ-OVEN-123,temperature_c,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,0.0,2,0.1584,0.0,0.138,1.055,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-OVEN-123|temperature_c|4,EQ-OVEN-123,temperature_c,30,2026-06-16 00:00:00+00:00,2026-06-23 06:00:00+00:00,1.0,0,0.8102,0.0,0.069,0.932,réelle,R-DET-001,
EQ-OVEN-123|temperature_c|5,EQ-OVEN-123,temperature_c,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,0.0,0,0.7949,0.0,0.264,1.255,fabriquée,R-DET-002,
EQ-OVEN-223|current_a|0,EQ-OVEN-223,current_a,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,2,0.7707,0.0,0.092,1.072,réelle,R-DET-001,
EQ-OVEN-223|temperature_c|0,EQ-OVEN-223,temperature_c,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,0,0.7936,0.0,0.13,1.062,réelle,R-DET-001,
EQ-OVEN-223|temperature_c|1,EQ-OVEN-223,temperature_c,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,1.0,0,0.8174,0.0,0.026,1.005,réelle,R-DET-001,
EQ-OVEN-223|temperature_c|2,EQ-OVEN-223,temperature_c,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,0.0,0,-0.3459,0.0,0.136,0.975,fabriquée,R-DET-002,R-DET-010
EQ-OVEN-366|current_a|0,EQ-OVEN-366,current_a,30,2026-01-17 00:00:00+00:00,2026-01-24 06:00:00+00:00,1.0,1,0.5956,0.0,0.065,0.973,réelle,R-DET-001,
EQ-OVEN-366|current_a|1,EQ-OVEN-366,current_a,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,1.0,1,0.6286,0.0,0.069,0.972,réelle,R-DET-001,
EQ-OVEN-366|current_a|2,EQ-OVEN-366,current_a,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,1.0,1,0.8569,0.0,0.428,1.202,réelle,R-DET-001,
EQ-OVEN-366|current_a|3,EQ-OVEN-366,current_a,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,1.0,0,0.586,0.0,0.015,1.017,réelle,R-DET-001,
EQ-OVEN-366|current_a|4,EQ-OVEN-366,current_a,30,2026-06-08 12:00:00+00:00,2026-06-15 18:00:00+00:00,0.0,1,0.0767,0.0,0.361,1.072,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-OVEN-366|temperature_c|0,EQ-OVEN-366,temperature_c,30,2026-04-09 06:00:00+00:00,2026-04-16 12:00:00+00:00,0.0,0,0.7272,0.0,0.093,0.865,fabriquée,R-DET-002,
EQ-OVEN-366|temperature_c|1,EQ-OVEN-366,temperature_c,30,2026-05-31 18:00:00+00:00,2026-06-08 00:00:00+00:00,0.0,0,0.0091,0.0,0.205,0.946,fabriquée,R-DET-002,R-DET-010
EQ-OVEN-366|temperature_c|2,EQ-OVEN-366,temperature_c,30,2026-06-08 06:00:00+00:00,2026-06-15 12:00:00+00:00,0.0,1,0.0424,0.0,0.125,1.022,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-OVEN-386|current_a|0,EQ-OVEN-386,current_a,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,0.9667,0,0.7833,0.0,0.045,1.054,indécidable,R-DET-004,
EQ-OVEN-386|temperature_c|0,EQ-OVEN-386,temperature_c,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,0,0.8066,0.0,0.05,0.963,réelle,R-DET-001,
EQ-OVEN-386|temperature_c|1,EQ-OVEN-386,temperature_c,30,2026-03-10 12:00:00+00:00,2026-03-17 18:00:00+00:00,1.0,0,0.7883,0.0,0.085,0.903,réelle,R-DET-001,
EQ-OVEN-386|temperature_c|2,EQ-OVEN-386,temperature_c,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,0,0.8887,0.0,0.012,0.973,réelle,R-DET-001,
EQ-OVEN-386|temperature_c|3,EQ-OVEN-386,temperature_c,30,2026-06-16 00:00:00+00:00,2026-06-23 06:00:00+00:00,1.0,1,0.7488,0.0,0.066,0.942,réelle,R-DET-001,
EQ-PUMP-001|pressure_bar|0,EQ-PUMP-001,pressure_bar,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,0.0,2,0.3814,0.0,0.36,1.012,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-PUMP-001|temperature_c|0,EQ-PUMP-001,temperature_c,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,1.0,0,0.8471,0.0,0.01,1.005,réelle,R-DET-001,
EQ-PUMP-001|temperature_c|1,EQ-PUMP-001,temperature_c,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,1.0,0,0.8302,0.0,0.24,0.924,réelle,R-DET-001,
EQ-PUMP-001|temperature_c|2,EQ-PUMP-001,temperature_c,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,1.0,1,0.8459,0.0,0.055,0.925,réelle,R-DET-001,
EQ-PUMP-001|temperature_c|3,EQ-PUMP-001,temperature_c,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,0.0,0,0.1987,0.0,0.06,0.895,fabriquée,R-DET-002,R-DET-010
EQ-PUMP-001|temperature_c|4,EQ-PUMP-001,temperature_c,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,0,0.8301,0.0,0.015,0.793,réelle,R-DET-001,
EQ-PUMP-001|temperature_c|5,EQ-PUMP-001,temperature_c,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,1.0,3,0.797,0.0,0.161,1.019,réelle,R-DET-001,
EQ-PUMP-001|vibration_mm_s|0,EQ-PUMP-001,vibration_mm_s,30,2026-01-24 08:00:00+00:00,2026-01-31 14:00:00+00:00,1.0,0,0.408,0.0,0.214,0.941,réelle,R-DET-001,R-DET-010
EQ-PUMP-001|vibration_mm_s|1,EQ-PUMP-001,vibration_mm_s,30,2026-05-01 20:00:00+00:00,2026-05-09 02:00:00+00:00,1.0,0,0.1536,0.0,0.129,0.847,réelle,R-DET-001,R-DET-010
EQ-PUMP-006|temperature_c|0,EQ-PUMP-006,temperature_c,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,1.0,0,0.744,0.0,0.0,0.924,réelle,R-DET-001,
EQ-PUMP-006|temperature_c|1,EQ-PUMP-006,temperature_c,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,0.0,0,0.179,0.0,1.033,10.151,fabriquée,R-DET-002,R-DET-010;R-DET-013
EQ-PUMP-006|temperature_c|2,EQ-PUMP-006,temperature_c,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,0,0.8352,0.0,0.092,0.998,réelle,R-DET-001,
EQ-PUMP-006|temperature_c|3,EQ-PUMP-006,temperature_c,30,2026-04-17 00:00:00+00:00,2026-04-24 06:00:00+00:00,1.0,0,0.7882,0.0,0.006,0.887,réelle,R-DET-001,
EQ-PUMP-006|temperature_c|4,EQ-PUMP-006,temperature_c,30,2026-05-24 12:00:00+00:00,2026-05-31 18:00:00+00:00,1.0,1,0.5769,0.0,0.602,1.091,réelle,R-DET-001,
EQ-PUMP-006|vibration_mm_s|0,EQ-PUMP-006,vibration_mm_s,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,0.0,1,-0.5008,0.0,0.048,0.872,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-PUMP-006|vibration_mm_s|1,EQ-PUMP-006,vibration_mm_s,30,2026-04-17 00:00:00+00:00,2026-04-24 06:00:00+00:00,1.0,0,0.726,0.0,0.0,0.823,réelle,R-DET-001,
EQ-PUMP-006|vibration_mm_s|2,EQ-PUMP-006,vibration_mm_s,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,2,0.5861,0.0,1.203,1.788,réelle,R-DET-001,R-DET-013
EQ-PUMP-006|vibration_mm_s|3,EQ-PUMP-006,vibration_mm_s,30,2026-05-24 12:00:00+00:00,2026-05-31 18:00:00+00:00,1.0,0,0.5629,0.0,0.898,1.321,réelle,R-DET-001,
EQ-PUMP-171|temperature_c|0,EQ-PUMP-171,temperature_c,30,2026-03-02 18:00:00+00:00,2026-03-10 00:00:00+00:00,0.0,0,0.8253,0.0,0.403,1.312,fabriquée,R-DET-002,
EQ-PUMP-171|temperature_c|1,EQ-PUMP-171,temperature_c,30,2026-03-10 06:00:00+00:00,2026-03-17 12:00:00+00:00,0.0,0,0.1775,0.0,0.394,0.917,fabriquée,R-DET-002,R-DET-010
EQ-PUMP-171|vibration_mm_s|0,EQ-PUMP-171,vibration_mm_s,30,2026-04-17 00:00:00+00:00,2026-04-24 06:00:00+00:00,1.0,6,1.0,0.0,0.793,0.0,réelle,R-DET-001,R-DET-013
EQ-PUMP-171|vibration_mm_s|1,EQ-PUMP-171,vibration_mm_s,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,1,1.0,0.0,0.793,0.0,réelle,R-DET-001,R-DET-013
EQ-PUMP-350|temperature_c|0,EQ-PUMP-350,temperature_c,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,0.0,0,0.673,0.0,0.094,1.096,fabriquée,R-DET-002,
EQ-PUMP-350|temperature_c|1,EQ-PUMP-350,temperature_c,30,2026-05-09 12:23:00+00:00,2026-05-16 18:23:00+00:00,0.0,0,0.8254,0.8621,0.087,0.94,fabriquée,R-DET-002,R-DET-011
EQ-PUMP-350|temperature_c|2,EQ-PUMP-350,temperature_c,30,2026-06-16 00:00:00+00:00,2026-06-23 06:00:00+00:00,1.0,1,0.8125,0.0,0.06,1.008,réelle,R-DET-001,
EQ-PUMP-350|temperature_c|3,EQ-PUMP-350,temperature_c,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,0.0,0,0.101,0.0,2.394,13.134,fabriquée,R-DET-002,R-DET-010;R-DET-013
EQ-ROBOT-358|current_a|0,EQ-ROBOT-358,current_a,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,0.0,1,-0.0117,0.0,0.148,0.812,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-ROBOT-358|current_a|1,EQ-ROBOT-358,current_a,30,2026-03-25 12:00:00+00:00,2026-04-01 18:00:00+00:00,0.0,1,-0.1917,0.0,0.137,0.863,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-ROBOT-358|vibration_mm_s|0,EQ-ROBOT-358,vibration_mm_s,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,1.0,3,0.3551,0.0,0.042,0.817,réelle,R-DET-001,R-DET-010
EQ-ROBOT-358|vibration_mm_s|1,EQ-ROBOT-358,vibration_mm_s,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,1,0.3865,0.0,0.505,1.388,réelle,R-DET-001,R-DET-010
EQ-ROBOT-358|vibration_mm_s|2,EQ-ROBOT-358,vibration_mm_s,30,2026-05-17 00:00:00+00:00,2026-05-24 06:00:00+00:00,1.0,2,0.3944,0.0,0.043,0.827,réelle,R-DET-001,R-DET-010
EQ-ROBOT-358|vibration_mm_s|3,EQ-ROBOT-358,vibration_mm_s,30,2026-06-08 12:00:00+00:00,2026-06-15 18:00:00+00:00,1.0,1,0.6155,0.0,0.175,1.023,réelle,R-DET-001,
EQ-SENSOR-305|temperature_c|0,EQ-SENSOR-305,temperature_c,30,2026-01-17 00:00:00+00:00,2026-01-24 06:00:00+00:00,1.0,1,0.7972,0.0,0.044,0.996,réelle,R-DET-001,
EQ-STEAM-341|pressure_bar|0,EQ-STEAM-341,pressure_bar,30,2026-01-01 23:41:00+00:00,2026-01-09 06:23:00+00:00,0.0,0,0.7028,0.931,0.08,1.032,fabriquée,R-DET-002,R-DET-011
EQ-STEAM-341|pressure_bar|1,EQ-STEAM-341,pressure_bar,30,2026-05-09 12:00:00+00:00,2026-05-16 18:00:00+00:00,0.0,0,-0.0638,0.0,149.071,22.728,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-STEAM-341|temperature_c|0,EQ-STEAM-341,temperature_c,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,1.0,0,0.8217,0.0,0.035,1.035,réelle,R-DET-001,
EQ-STEAM-341|temperature_c|1,EQ-STEAM-341,temperature_c,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,1.0,0,0.7926,0.0,0.023,1.069,réelle,R-DET-001,
EQ-STEAM-341|temperature_c|2,EQ-STEAM-341,temperature_c,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,0.0,1,0.3727,0.0,0.03,1.194,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-STEAM-341|temperature_c|3,EQ-STEAM-341,temperature_c,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,1,0.8434,0.0,0.013,1.086,réelle,R-DET-001,
EQ-STEAM-352|pressure_bar|0,EQ-STEAM-352,pressure_bar,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,1.0,1,0.7474,0.0,0.195,1.005,réelle,R-DET-001,
EQ-STEAM-352|pressure_bar|1,EQ-STEAM-352,pressure_bar,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,2,0.4825,0.0,0.029,1.11,réelle,R-DET-001,R-DET-010
EQ-STEAM-352|pressure_bar|2,EQ-STEAM-352,pressure_bar,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,4,0.7379,0.0,0.156,0.847,réelle,R-DET-001,
EQ-STEAM-352|pressure_bar|3,EQ-STEAM-352,pressure_bar,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,0.0,3,-0.4662,0.0,0.156,1.059,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-STEAM-352|temperature_c|0,EQ-STEAM-352,temperature_c,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,0.0,1,0.5893,0.0,0.372,1.198,fabriquée,R-DET-002,R-DET-014
EQ-STEAM-352|temperature_c|1,EQ-STEAM-352,temperature_c,30,2026-03-25 12:00:00+00:00,2026-04-01 18:00:00+00:00,1.0,1,0.836,0.0,0.005,0.801,réelle,R-DET-001,
