equipment_id,equipment_type,site_id,criticality,criticite_ordinale,puissance_kw,age_annees,n_evenements,n_evenements_graves,n_interventions,indisponibilite_min,cout_pieces_eur,n_correctives,part_correctives,instrumente,segment
EQ-OVEN-123,oven,SITE-SUD,high,2.0,121.6,1.98,3.0,1.0,12.0,1152.0,2323.79,1,0.0833,True,SEG-1
EQ-OVEN-126,oven,SITE-EST,high,2.0,189.0,7.24,1.0,1.0,5.0,900.0,926.89,1,0.2,False,SEG-1
EQ-OVEN-143,oven,SITE-SUD,medium,1.0,111.9,5.87,1.0,0.0,6.0,322.0,315.96999999999997,2,0.3333,False,SEG-2
EQ-OVEN-146,oven,SITE-NORD,medium,1.0,125.1,6.23,2.0,2.0,5.0,838.0,917.83,1,0.2,False,SEG-1
EQ-OVEN-163,oven,SITE-NORD,medium,1.0,179.1,2.23,1.0,0.0,3.0,144.0,319.15,1,0.3333,False,SEG-2
EQ-OVEN-166,oven,SITE-SUD,medium,1.0,141.2,2.52,1.0,1.0,3.0,498.0,727.22,1,0.3333,False,SEG-2
EQ-OVEN-183,oven,SITE-NORD,high,2.0,227.8,13.97,1.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-OVEN-186,oven,SITE-NORD,high,2.0,258.6,13.52,2.0,1.0,9.0,1012.0,1693.51,0,0.0,False,SEG-1
EQ-OVEN-203,oven,SITE-OUEST,medium,1.0,218.3,18.76,2.0,0.0,4.0,99.0,696.02,0,0.0,False,SEG-2
EQ-OVEN-206,oven,SITE-NORD,medium,1.0,223.6,11.44,1.0,1.0,2.0,313.0,727.47,0,0.0,False,SEG-2
EQ-OVEN-223,oven,SITE-NORD,medium,1.0,202.3,13.37,3.0,0.0,12.0,797.0,1324.11,3,0.25,True,SEG-1
EQ-OVEN-226,oven,SITE-EST,low,0.0,209.1,18.36,2.0,2.0,7.0,1324.0,1485.3799999999999,4,0.5714,False,SEG-1
EQ-OVEN-243,oven,SITE-NORD,high,2.0,223.9,3.4,1.0,0.0,6.0,242.0,185.89999999999998,2,0.3333,False,SEG-2
EQ-OVEN-246,oven,SITE-NORD,critical,3.0,192.7,1.9,1.0,1.0,5.0,869.0,1480.18,1,0.2,False,SEG-1
EQ-OVEN-263,oven,SITE-SUD,medium,1.0,201.0,2.96,1.0,0.0,4.0,259.0,210.31,2,0.5,False,SEG-2
EQ-OVEN-266,oven,SITE-EST,critical,3.0,144.0,11.74,1.0,1.0,5.0,934.0,1252.14,1,0.2,False,SEG-1
EQ-OVEN-283,oven,SITE-EST,critical,3.0,204.9,16.29,1.0,0.0,2.0,134.0,42.739999999999995,0,0.0,False,SEG-2
EQ-OVEN-286,oven,SITE-NORD,high,2.0,121.3,9.5,1.0,1.0,3.0,485.0,1186.45,0,0.0,False,SEG-2
EQ-OVEN-303,oven,SITE-NORD,low,0.0,131.0,2.66,2.0,0.0,7.0,340.0,1072.59,2,0.2857,False,SEG-1
EQ-OVEN-306,oven,SITE-SUD,medium,1.0,223.1,12.47,2.0,2.0,7.0,1204.0,1995.22,0,0.0,False,SEG-1
EQ-OVEN-323,oven,SITE-NORD,medium,1.0,146.3,17.29,1.0,0.0,7.0,445.0,693.6600000000001,2,0.2857,False,SEG-2
EQ-OVEN-326,oven,SITE-EST,high,2.0,208.5,3.07,1.0,1.0,2.0,455.0,504.52,0,0.0,False,SEG-2
EQ-OVEN-343,oven,SITE-NORD,critical,3.0,236.3,4.89,1.0,0.0,3.0,153.0,387.76,0,0.0,False,SEG-2
EQ-OVEN-346,oven,SITE-SUD,medium,1.0,180.2,11.53,1.0,1.0,4.0,791.0,1403.8899999999999,0,0.0,False,SEG-1
EQ-OVEN-363,oven,SITE-SUD,low,0.0,155.0,3.08,1.0,0.0,2.0,117.0,26.369999999999997,0,0.0,False,SEG-2
EQ-OVEN-366,oven,SITE-NORD,critical,3.0,266.8,2.59,2.0,1.0,8.0,1086.0,1313.98,3,0.375,True,SEG-1
EQ-OVEN-383,oven,SITE-NORD,medium,1.0,121.4,12.04,2.0,0.0,8.0,480.0,456.86999999999995,1,0.125,False,SEG-1
EQ-OVEN-386,oven,SITE-SUD,critical,3.0,154.1,6.02,2.0,1.0,0.0,0.0,0.0,0,0.0,True,SEG-INACTIF
EQ-PACK-176,packaging_machine,SITE-NORD,high,2.0,65.3,18.31,1.0,0.0,2.0,222.0,69.03,1,0.5,False,SEG-2
EQ-PACK-187,packaging_machine,SITE-EST,high,2.0,47.7,2.7,1.0,0.0,4.0,381.0,1094.0900000000001,1,0.25,False,SEG-2
EQ-PACK-198,packaging_machine,SITE-NORD,medium,1.0,46.8,7.03,1.0,0.0,8.0,809.0,1921.52,1,0.125,False,SEG-1
EQ-PACK-209,packaging_machine,SITE-EST,medium,1.0,52.4,17.15,2.0,0.0,5.0,577.0,140.78,1,0.2,False,SEG-2
EQ-PACK-220,packaging_machine,SITE-EST,critical,3.0,50.8,12.62,1.0,0.0,2.0,192.0,351.56,2,1.0,False,SEG-2
EQ-PRESS-001,press,SITE-NORD,high,2.0,145.6,15.37,2.0,2.0,7.0,1659.0,2703.52,2,0.2857,False,SEG-1
EQ-PRESS-002,press,SITE-EST,low,0.0,104.0,5.91,1.0,1.0,6.0,1857.0,2313.88,1,0.1667,False,SEG-1
EQ-PRESS-003,press,SITE-NORD,low,0.0,131.8,3.0,1.0,1.0,1.0,140.0,431.65,0,0.0,False,SEG-2
EQ-PRESS-114,press,SITE-EST,critical,3.0,149.2,7.18,1.0,1.0,2.0,457.0,912.0500000000001,1,0.5,False,SEG-2
EQ-PRESS-117,press,SITE-EST,medium,1.0,149.9,4.94,2.0,1.0,10.0,1929.0,2392.56,0,0.0,False,SEG-1
EQ-PRESS-134,press,SITE-NORD,medium,1.0,146.5,2.48,1.0,1.0,1.0,276.0,474.97,0,0.0,False,SEG-2
EQ-PRESS-137,press,SITE-NORD,low,0.0,102.3,8.36,1.0,1.0,1.0,275.0,618.42,0,0.0,False,SEG-2
EQ-PRESS-154,press,SITE-EST,high,2.0,124.7,9.02,1.0,1.0,4.0,1245.0,1542.04,0,0.0,False,SEG-1
EQ-PRESS-157,press,SITE-NORD,high,2.0,132.6,10.21,2.0,2.0,11.0,3070.0,4689.38,1,0.0909,False,SEG-1
EQ-PRESS-174,press,SITE-EST,medium,1.0,73.5,8.9,1.0,1.0,5.0,1300.0,2822.83,0,0.0,False,SEG-1
EQ-PRESS-177,press,SITE-SUD,low,0.0,153.9,20.49,1.0,1.0,4.0,1059.0,1294.79,1,0.25,False,SEG-1
EQ-PRESS-194,press,SITE-SUD,medium,1.0,173.3,18.9,1.0,1.0,6.0,1693.0,2060.07,1,0.1667,False,SEG-1
EQ-PRESS-197,press,SITE-EST,medium,1.0,141.9,12.45,1.0,1.0,3.0,929.0,1019.8899999999999,0,0.0,False,SEG-1
EQ-PRESS-214,press,SITE-SUD,medium,1.0,117.2,8.3,1.0,1.0,4.0,1217.0,1108.31,1,0.25,False,SEG-1
EQ-PRESS-217,press,SITE-EST,high,2.0,137.8,17.66,1.0,1.0,7.0,2016.0,3279.49,2,0.2857,False,SEG-1
EQ-PRESS-234,press,SITE-NORD,high,2.0,120.7,2.86,2.0,2.0,6.0,1652.0,3362.31,0,0.0,False,SEG-1
EQ-PRESS-237,press,SITE-SUD,low,0.0,148.9,14.87,2.0,2.0,10.0,2944.0,3660.05,1,0.1,False,SEG-1
EQ-PRESS-254,press,SITE-EST,medium,1.0,69.4,2.54,1.0,1.0,4.0,1094.0,1645.15,0,0.0,False,SEG-1
EQ-PRESS-257,press,SITE-NORD,medium,1.0,107.3,19.84,1.0,1.0,3.0,820.0,1400.2,1,0.3333,False,SEG-1
EQ-PRESS-274,press,SITE-SUD,high,2.0,99.6,3.56,1.0,1.0,4.0,1111.0,1833.58,1,0.25,False,SEG-1
EQ-PRESS-277,press,SITE-NORD,high,2.0,159.9,5.83,2.0,1.0,7.0,896.0,1375.8799999999999,1,0.1429,False,SEG-1
EQ-PRESS-294,press,SITE-NORD,medium,1.0,119.3,11.07,1.0,1.0,3.0,844.0,1025.44,1,0.3333,False,SEG-1
EQ-PRESS-297,press,SITE-EST,medium,1.0,91.7,13.0,1.0,1.0,4.0,1107.0,988.88,0,0.0,False,SEG-1
EQ-PRESS-314,press,SITE-SUD,low,0.0,108.3,15.79,2.0,2.0,8.0,2176.0,2964.51,2,0.25,False,SEG-1
EQ-PRESS-317,press,SITE-NORD,medium,1.0,95.0,19.47,2.0,2.0,8.0,2363.0,4046.55,1,0.125,False,SEG-1
EQ-PRESS-334,press,SITE-SUD,low,0.0,89.4,10.76,1.0,1.0,5.0,1385.0,1347.67,0,0.0,False,SEG-1
EQ-PRESS-337,press,SITE-SUD,medium,1.0,163.1,14.0,1.0,1.0,2.0,581.0,1064.49,0,0.0,False,SEG-2
EQ-PRESS-354,press,SITE-NORD,high,2.0,107.5,6.64,1.0,1.0,4.0,1101.0,1382.69,0,0.0,False,SEG-1
EQ-PRESS-357,press,SITE-SUD,high,2.0,117.2,7.5,1.0,1.0,4.0,1078.0,1846.49,1,0.25,False,SEG-1
EQ-PRESS-374,press,SITE-NORD,high,2.0,113.8,16.08,1.0,1.0,3.0,882.0,1343.8600000000001,1,0.3333,False,SEG-1
EQ-PRESS-377,press,SITE-EST,medium,1.0,68.0,17.63,1.0,1.0,3.0,774.0,1383.8200000000002,1,0.3333,False,SEG-1
EQ-PRESS-394,press,SITE-EST,medium,1.0,140.1,8.66,2.0,2.0,8.0,2167.0,2679.19,1,0.125,False,SEG-1
EQ-PRESS-397,press,SITE-NORD,medium,1.0,163.7,9.11,1.0,1.0,4.0,1086.0,2012.35,0,0.0,False,SEG-1
EQ-PUMP-001,pump,SITE-NORD,critical,3.0,50.6,19.75,3.0,1.0,14.0,1144.0,2558.98,3,0.2143,True,SEG-1
EQ-PUMP-002,pump,SITE-OUEST,critical,3.0,39.9,11.96,2.0,0.0,3.0,215.0,243.95,0,0.0,False,SEG-2
EQ-PUMP-003,pump,SITE-EST,medium,1.0,33.5,13.65,1.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-PUMP-004,pump,SITE-EST,high,2.0,43.3,6.21,1.0,1.0,3.0,548.0,937.03,0,0.0,False,SEG-2
EQ-PUMP-005,pump,SITE-NORD,medium,1.0,56.6,8.56,1.0,1.0,6.0,1051.0,1534.09,1,0.1667,False,SEG-1
EQ-PUMP-006,pump,SITE-NORD,critical,3.0,49.4,12.94,2.0,2.0,6.0,1241.0,2076.44,2,0.3333,True,SEG-1
EQ-PUMP-107,pump,SITE-NORD,medium,1.0,58.4,7.53,1.0,1.0,2.0,276.0,501.03,1,0.5,False,SEG-2
EQ-PUMP-110,pump,SITE-SUD,high,2.0,51.1,13.35,1.0,1.0,3.0,521.0,908.6600000000001,0,0.0,False,SEG-2
EQ-PUMP-111,pump,SITE-NORD,low,0.0,56.3,8.88,1.0,1.0,3.0,616.0,252.9,2,0.6667,False,SEG-2
EQ-PUMP-127,pump,SITE-NORD,medium,1.0,28.4,12.61,2.0,2.0,7.0,1269.0,1692.02,1,0.1429,False,SEG-1
EQ-PUMP-130,pump,SITE-SUD,high,2.0,64.8,18.83,1.0,1.0,5.0,824.0,821.47,2,0.4,False,SEG-1
EQ-PUMP-131,pump,SITE-SUD,medium,1.0,52.2,5.34,1.0,1.0,5.0,822.0,1084.1599999999999,3,0.6,False,SEG-1
EQ-PUMP-147,pump,SITE-SUD,low,0.0,29.7,14.67,1.0,1.0,6.0,949.0,1436.71,0,0.0,False,SEG-1
EQ-PUMP-150,pump,SITE-EST,medium,1.0,69.0,15.45,1.0,1.0,2.0,358.0,487.71999999999997,0,0.0,False,SEG-2
EQ-PUMP-151,pump,SITE-EST,high,2.0,44.3,19.35,1.0,1.0,4.0,742.0,1549.48,0,0.0,False,SEG-1
EQ-PUMP-167,pump,SITE-NORD,medium,1.0,27.7,19.96,1.0,1.0,2.0,421.0,530.71,1,0.5,False,SEG-2
EQ-PUMP-170,pump,SITE-NORD,high,2.0,14.8,19.65,1.0,1.0,8.0,1418.0,1542.99,1,0.125,False,SEG-1
EQ-PUMP-171,pump,SITE-SUD,critical,3.0,44.4,15.38,3.0,2.0,10.0,1671.0,2667.75,2,0.2,True,SEG-1
EQ-PUMP-181,pump,SITE-SUD,high,2.0,56.5,15.26,2.0,1.0,4.0,370.0,537.3,1,0.25,False,SEG-1
EQ-PUMP-187,pump,SITE-NORD,medium,1.0,66.2,13.45,2.0,1.0,8.0,1126.0,911.1899999999999,1,0.125,False,SEG-1
EQ-PUMP-190,pump,SITE-NORD,critical,3.0,36.4,9.46,2.0,2.0,3.0,483.0,570.73,0,0.0,False,SEG-1
EQ-PUMP-191,pump,SITE-SUD,high,2.0,38.8,6.32,1.0,1.0,8.0,1329.0,2414.3,1,0.125,False,SEG-1
EQ-PUMP-192,pump,SITE-NORD,medium,1.0,24.5,3.12,1.0,1.0,4.0,805.0,1278.12,1,0.25,False,SEG-1
EQ-PUMP-203,pump,SITE-SUD,low,0.0,62.9,20.35,1.0,1.0,1.0,187.0,44.94,0,0.0,False,SEG-2
EQ-PUMP-207,pump,SITE-EST,high,2.0,36.6,20.39,1.0,1.0,2.0,318.0,831.9300000000001,1,0.5,False,SEG-2
EQ-PUMP-210,pump,SITE-SUD,high,2.0,39.7,12.92,1.0,1.0,3.0,554.0,726.64,0,0.0,False,SEG-2
EQ-PUMP-211,pump,SITE-NORD,low,0.0,63.2,17.52,1.0,1.0,4.0,772.0,796.8700000000001,0,0.0,False,SEG-1
EQ-PUMP-214,pump,SITE-SUD,medium,1.0,39.3,12.47,2.0,2.0,11.0,1944.0,2891.0699999999997,1,0.0909,False,SEG-1
EQ-PUMP-225,pump,SITE-SUD,medium,1.0,59.0,2.55,1.0,1.0,1.0,182.0,56.08,0,0.0,False,SEG-2
EQ-PUMP-227,pump,SITE-NORD,high,2.0,41.6,15.66,1.0,1.0,5.0,1040.0,1365.6,2,0.4,False,SEG-1
EQ-PUMP-230,pump,SITE-OUEST,low,0.0,46.4,11.45,1.0,1.0,3.0,362.0,141.43,2,0.6667,False,SEG-2
EQ-PUMP-231,pump,SITE-NORD,low,0.0,53.0,19.68,1.0,1.0,6.0,1067.0,1100.02,2,0.3333,False,SEG-1
EQ-PUMP-247,pump,SITE-SUD,medium,1.0,57.6,10.29,1.0,1.0,4.0,654.0,1353.24,0,0.0,False,SEG-1
EQ-PUMP-250,pump,SITE-EST,critical,3.0,45.6,15.89,1.0,1.0,4.0,642.0,1319.35,2,0.5,False,SEG-1
EQ-PUMP-251,pump,SITE-SUD,low,0.0,56.3,18.37,2.0,2.0,4.0,732.0,743.7199999999999,1,0.25,False,SEG-1
EQ-PUMP-267,pump,SITE-SUD,medium,1.0,32.9,13.97,2.0,2.0,9.0,1593.0,2168.27,4,0.4444,False,SEG-1
EQ-PUMP-270,pump,SITE-NORD,high,2.0,35.2,4.77,2.0,2.0,14.0,2413.0,3118.26,2,0.1429,False,SEG-1
EQ-PUMP-271,pump,SITE-SUD,critical,3.0,43.5,4.55,1.0,1.0,3.0,591.0,1008.54,1,0.3333,False,SEG-2
EQ-PUMP-287,pump,SITE-NORD,low,0.0,32.8,9.62,1.0,1.0,1.0,169.0,42.9,0,0.0,False,SEG-2
EQ-PUMP-290,pump,SITE-SUD,low,0.0,27.1,16.67,1.0,1.0,3.0,455.0,960.96,1,0.3333,False,SEG-2
EQ-PUMP-291,pump,SITE-NORD,high,2.0,24.4,5.79,2.0,1.0,1.0,30.0,436.2,0,0.0,False,SEG-2
EQ-PUMP-307,pump,SITE-EST,low,0.0,24.0,1.77,2.0,2.0,8.0,1926.0,3852.14,2,0.25,False,SEG-1
EQ-PUMP-310,pump,SITE-SUD,high,2.0,69.3,16.61,1.0,1.0,1.0,183.0,356.2,0,0.0,False,SEG-2
EQ-PUMP-311,pump,SITE-SUD,medium,1.0,72.7,19.68,1.0,1.0,3.0,510.0,737.34,2,0.6667,False,SEG-2
EQ-PUMP-327,pump,SITE-NORD,medium,1.0,49.0,5.02,1.0,1.0,8.0,1379.0,2100.91,1,0.125,False,SEG-1
EQ-PUMP-330,pump,SITE-SUD,medium,1.0,31.9,12.0,2.0,1.0,6.0,783.0,1178.3,2,0.3333,False,SEG-1
EQ-PUMP-331,pump,SITE-NORD,medium,1.0,64.2,19.38,2.0,1.0,9.0,906.0,1770.74,3,0.3333,False,SEG-1
EQ-PUMP-347,pump,SITE-NORD,medium,1.0,41.6,12.84,2.0,2.0,8.0,1483.0,1438.76,0,0.0,False,SEG-1
EQ-PUMP-350,pump,SITE-NORD,high,2.0,37.3,3.79,3.0,3.0,8.0,1667.0,2136.5299999999997,3,0.375,True,SEG-1
EQ-PUMP-351,pump,SITE-NORD,high,2.0,51.0,19.0,2.0,1.0,8.0,1059.0,1295.97,0,0.0,False,SEG-1
EQ-PUMP-367,pump,SITE-EST,high,2.0,33.4,9.85,1.0,1.0,5.0,1019.0,1057.15,2,0.4,False,SEG-1
EQ-PUMP-370,pump,SITE-NORD,medium,1.0,41.6,9.21,1.0,1.0,3.0,525.0,802.12,0,0.0,False,SEG-2
EQ-PUMP-371,pump,SITE-NORD,high,2.0,19.5,12.88,2.0,1.0,5.0,894.0,1729.84,1,0.2,False,SEG-1
EQ-PUMP-387,pump,SITE-NORD,medium,1.0,49.8,19.25,1.0,1.0,5.0,872.0,853.9399999999999,0,0.0,False,SEG-1
EQ-PUMP-390,pump,SITE-NORD,high,2.0,53.4,6.16,1.0,1.0,8.0,1426.0,2132.9399999999996,0,0.0,False,SEG-1
EQ-PUMP-391,pump,SITE-NORD,medium,1.0,57.6,7.3,2.0,2.0,9.0,1571.0,2657.77,0,0.0,False,SEG-1
EQ-ROBOT-001,robot,SITE-NORD,medium,1.0,41.0,18.74,2.0,2.0,6.0,1022.0,1471.17,1,0.1667,False,SEG-1
EQ-ROBOT-002,robot,SITE-SUD,medium,1.0,40.6,2.44,1.0,0.0,3.0,400.0,381.01,0,0.0,False,SEG-2
EQ-ROBOT-003,robot,SITE-SUD,medium,1.0,33.2,7.64,1.0,0.0,4.0,363.0,521.19,1,0.25,False,SEG-2
EQ-ROBOT-115,robot,SITE-NORD,high,2.0,45.2,5.7,1.0,1.0,4.0,598.0,1433.21,0,0.0,False,SEG-1
EQ-ROBOT-118,robot,SITE-NORD,medium,1.0,41.2,17.74,1.0,0.0,2.0,140.0,49.11,0,0.0,False,SEG-2
EQ-ROBOT-135,robot,SITE-NORD,low,0.0,56.5,17.45,2.0,2.0,3.0,462.0,301.55,1,0.3333,False,SEG-1
EQ-ROBOT-138,robot,SITE-NORD,medium,1.0,40.6,16.77,2.0,0.0,3.0,322.0,473.63,1,0.3333,False,SEG-2
EQ-ROBOT-151,robot,SITE-NORD,critical,3.0,43.0,19.47,1.0,0.0,4.0,416.0,594.16,0,0.0,False,SEG-2
EQ-ROBOT-155,robot,SITE-SUD,low,0.0,34.6,2.9,2.0,1.0,10.0,1229.0,1365.42,1,0.1,False,SEG-1
EQ-ROBOT-158,robot,SITE-SUD,medium,1.0,30.3,10.03,2.0,0.0,7.0,622.0,434.04,3,0.4286,False,SEG-1
EQ-ROBOT-162,robot,SITE-SUD,high,2.0,16.7,15.83,1.0,0.0,2.0,258.0,161.46,0,0.0,False,SEG-2
EQ-ROBOT-173,robot,SITE-OUEST,medium,1.0,52.0,8.36,1.0,0.0,2.0,200.0,0.0,1,0.5,False,SEG-2
EQ-ROBOT-175,robot,SITE-NORD,high,2.0,27.9,8.56,2.0,1.0,13.0,1532.0,2923.89,2,0.1538,False,SEG-1
EQ-ROBOT-178,robot,SITE-SUD,medium,1.0,27.3,5.32,1.0,0.0,5.0,572.0,384.65000000000003,1,0.2,False,SEG-2
EQ-ROBOT-184,robot,SITE-NORD,medium,1.0,38.6,13.14,1.0,0.0,6.0,510.0,441.08000000000004,0,0.0,False,SEG-2
EQ-ROBOT-195,robot,SITE-NORD,medium,1.0,21.8,10.92,2.0,1.0,4.0,678.0,1137.15,0,0.0,False,SEG-1
EQ-ROBOT-198,robot,SITE-EST,low,0.0,49.7,16.66,1.0,0.0,3.0,342.0,469.56,0,0.0,False,SEG-2
EQ-ROBOT-215,robot,SITE-SUD,high,2.0,23.3,7.93,2.0,2.0,10.0,1933.0,2755.64,4,0.4,False,SEG-1
EQ-ROBOT-218,robot,SITE-EST,medium,1.0,25.5,8.66,1.0,0.0,2.0,301.0,275.67,1,0.5,False,SEG-2
EQ-ROBOT-235,robot,SITE-NORD,medium,1.0,33.5,20.43,1.0,1.0,2.0,431.0,585.52,0,0.0,False,SEG-2
EQ-ROBOT-238,robot,SITE-NORD,high,2.0,50.6,12.15,1.0,0.0,2.0,138.0,681.71,0,0.0,False,SEG-2
EQ-ROBOT-255,robot,SITE-NORD,low,0.0,36.0,13.12,1.0,1.0,3.0,496.0,939.03,0,0.0,False,SEG-2
EQ-ROBOT-258,robot,SITE-NORD,critical,3.0,37.2,5.59,1.0,0.0,5.0,494.0,1113.43,0,0.0,False,SEG-2
EQ-ROBOT-275,robot,SITE-EST,medium,1.0,48.4,15.4,2.0,1.0,5.0,542.0,492.01,2,0.4,False,SEG-1
EQ-ROBOT-278,robot,SITE-SUD,medium,1.0,23.9,3.45,2.0,0.0,9.0,994.0,989.0200000000001,3,0.3333,False,SEG-1
EQ-ROBOT-295,robot,SITE-NORD,low,0.0,19.7,19.78,2.0,2.0,8.0,1607.0,2164.46,1,0.125,False,SEG-1
EQ-ROBOT-298,robot,SITE-NORD,medium,1.0,24.9,13.11,1.0,0.0,1.0,125.0,26.07,1,1.0,False,SEG-2
EQ-ROBOT-315,robot,SITE-NORD,medium,1.0,22.9,2.99,1.0,1.0,4.0,907.0,528.41,2,0.5,False,SEG-1
EQ-ROBOT-318,robot,SITE-EST,medium,1.0,26.5,6.93,1.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-ROBOT-335,robot,SITE-EST,high,2.0,35.3,18.9,1.0,1.0,6.0,1192.0,1476.08,0,0.0,False,SEG-1
EQ-ROBOT-338,robot,SITE-EST,medium,1.0,27.1,5.96,1.0,0.0,1.0,147.0,168.02,0,0.0,False,SEG-2
EQ-ROBOT-346,robot,SITE-NORD,medium,1.0,23.9,2.1,1.0,1.0,3.0,793.0,1122.5,0,0.0,False,SEG-1
EQ-ROBOT-355,robot,SITE-SUD,medium,1.0,46.9,4.79,1.0,1.0,6.0,1107.0,1921.39,1,0.1667,False,SEG-1
EQ-ROBOT-357,robot,SITE-EST,critical,3.0,38.4,14.26,2.0,1.0,7.0,1191.0,2744.37,2,0.2857,False,SEG-1
EQ-ROBOT-358,robot,SITE-SUD,high,2.0,31.0,14.48,3.0,1.0,5.0,586.0,799.9599999999999,0,0.0,True,SEG-1
EQ-ROBOT-368,robot,SITE-EST,high,2.0,9.1,13.96,2.0,1.0,6.0,1071.0,713.86,2,0.3333,False,SEG-1
EQ-ROBOT-375,robot,SITE-EST,low,0.0,23.9,10.18,1.0,1.0,4.0,763.0,684.47,1,0.25,False,SEG-1
EQ-ROBOT-378,robot,SITE-SUD,critical,3.0,40.1,16.77,1.0,0.0,6.0,539.0,1265.6100000000001,1,0.1667,False,SEG-2
EQ-ROBOT-379,robot,SITE-NORD,high,2.0,37.6,8.66,1.0,1.0,5.0,1519.0,1970.98,1,0.2,False,SEG-1
EQ-ROBOT-390,robot,SITE-NORD,medium,1.0,31.5,13.19,1.0,1.0,2.0,600.0,1046.6100000000001,1,0.5,False,SEG-2
EQ-ROBOT-395,robot,SITE-NORD,medium,1.0,29.8,12.19,1.0,1.0,4.0,757.0,961.03,2,0.5,False,SEG-1
EQ-ROBOT-398,robot,SITE-SUD,high,2.0,26.9,16.76,1.0,0.0,2.0,124.0,38.78,2,1.0,False,SEG-2
EQ-SENSOR-105,sensor,SITE-SUD,high,2.0,86.4,16.14,2.0,0.0,2.0,169.0,305.14,1,0.5,False,SEG-2
EQ-SENSOR-125,sensor,SITE-NORD,medium,1.0,77.2,15.49,1.0,0.0,3.0,359.0,93.4,0,0.0,False,SEG-2
EQ-SENSOR-145,sensor,SITE-NORD,critical,3.0,68.7,14.7,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-SENSOR-165,sensor,SITE-NORD,medium,1.0,66.6,19.32,2.0,0.0,7.0,722.0,458.19,2,0.2857,False,SEG-1
EQ-SENSOR-185,sensor,SITE-NORD,critical,3.0,66.8,11.13,2.0,0.0,12.0,1452.0,2234.4,2,0.1667,False,SEG-1
EQ-SENSOR-205,sensor,SITE-SUD,medium,1.0,87.7,2.53,1.0,0.0,1.0,95.0,55.55,0,0.0,False,SEG-2
EQ-SENSOR-225,sensor,SITE-SUD,medium,1.0,57.2,5.82,1.0,0.0,3.0,356.0,386.84999999999997,0,0.0,False,SEG-2
EQ-SENSOR-245,sensor,SITE-NORD,low,0.0,24.4,17.52,2.0,0.0,6.0,638.0,1103.82,2,0.3333,False,SEG-1
EQ-SENSOR-265,sensor,SITE-NORD,medium,1.0,55.5,9.56,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-SENSOR-285,sensor,SITE-EST,high,2.0,54.3,11.82,1.0,0.0,5.0,470.0,265.0,2,0.4,False,SEG-2
EQ-SENSOR-305,sensor,SITE-NORD,medium,1.0,71.6,12.26,2.0,1.0,5.0,744.0,562.72,2,0.4,True,SEG-1
EQ-SENSOR-325,sensor,SITE-EST,medium,1.0,71.8,16.66,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-SENSOR-345,sensor,SITE-SUD,medium,1.0,98.3,12.96,1.0,0.0,5.0,529.0,390.4,1,0.2,False,SEG-2
EQ-SENSOR-365,sensor,SITE-SUD,low,0.0,47.6,18.77,1.0,0.0,2.0,130.0,518.62,0,0.0,False,SEG-2
EQ-SENSOR-385,sensor,SITE-SUD,low,0.0,54.3,10.89,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-STEAM-341,steam_unit,SITE-SUD,high,2.0,46.5,5.31,3.0,0.0,9.0,854.0,1027.55,2,0.2222,True,SEG-1
EQ-STEAM-352,steam_unit,SITE-EST,medium,1.0,56.9,2.83,2.0,1.0,9.0,1335.0,2473.16,2,0.2222,True,SEG-1
EQ-STEAM-363,steam_unit,SITE-SUD,medium,1.0,71.0,12.8,1.0,0.0,3.0,306.0,284.84000000000003,2,0.6667,False,SEG-2
EQ-STEAM-374,steam_unit,SITE-SUD,high,2.0,58.2,12.47,1.0,0.0,4.0,374.0,307.17,1,0.25,False,SEG-2
EQ-STEAM-385,steam_unit,SITE-NORD,medium,1.0,48.5,13.29,1.0,0.0,4.0,435.0,414.67,2,0.5,False,SEG-2
EQ-VALVE-110,valve,SITE-NORD,high,2.0,80.6,4.9,1.0,0.0,4.0,452.0,303.82,0,0.0,False,SEG-2
EQ-VALVE-156,valve,SITE-NORD,high,2.0,71.3,5.95,1.0,0.0,3.0,167.0,178.59,0,0.0,False,SEG-2
EQ-VALVE-167,valve,SITE-NORD,low,0.0,53.3,15.24,1.0,0.0,4.0,259.0,128.52,0,0.0,False,SEG-2
EQ-VALVE-178,valve,SITE-EST,medium,1.0,70.1,18.03,1.0,0.0,2.0,107.0,222.16,0,0.0,False,SEG-2
EQ-VALVE-189,valve,SITE-EST,medium,1.0,60.5,11.11,1.0,0.0,3.0,127.0,261.21,0,0.0,False,SEG-2
EQ-VALVE-200,valve,SITE-NORD,low,0.0,57.7,3.38,2.0,0.0,4.0,266.0,572.0699999999999,1,0.25,False,SEG-2
EQ-VALVE-316,valve,SITE-SUD,high,2.0,45.3,16.47,1.0,0.0,4.0,251.0,285.96000000000004,3,0.75,False,SEG-2
