equipment_id,equipment_type,site_id,criticality,manufacturer,rated_power_kw,event_type,equipment_age_days,start_month,start_weekday,start_hour,severity
EQ-DRYER-275,dryer,SITE-SUD,low,Valcor,44.5,observation,4334.0,3,1,7,medium
EQ-LIFT-308,lift,SITE-EST,low,Rotatek,51.3,observation,1790.0,1,3,11,high
EQ-LIFT-319,lift,SITE-SUD,critical,Rotatek,55.3,intervention,6605.0,1,4,10,high
EQ-STEAM-341,steam_unit,SITE-SUD,high,Thermis,46.5,observation,1807.0,2,2,12,medium
EQ-STEAM-352,steam_unit,SITE-EST,medium,MecaNova,56.9,observation,992.0,5,3,7,medium
EQ-STEAM-363,steam_unit,SITE-SUD,medium,Rotatek,71.0,incident,4535.0,2,3,9,medium
EQ-STEAM-374,steam_unit,SITE-SUD,high,Aster Industrie,58.2,intervention,4398.0,1,5,9,medium
EQ-COMP-107,compressor,SITE-SUD,medium,MecaNova,105.3,intervention,6613.0,1,4,14,medium
EQ-COMP-118,compressor,SITE-NORD,high,Rotatek,80.5,incident,959.0,6,0,1,medium
EQ-COMP-140,compressor,SITE-OUEST,critical,Rotatek,95.4,intervention,6916.0,4,6,5,medium
EQ-ROBOT-151,robot,SITE-NORD,critical,Valcor,43.0,intervention,6990.0,3,6,18,medium
EQ-ROBOT-162,robot,SITE-SUD,high,Thermis,16.7,intervention,5653.0,2,6,13,medium
EQ-CAB-228,electrical_cabinet,SITE-SUD,low,Aster Industrie,38.1,incident,1613.0,6,1,14,medium
EQ-CAB-239,pump,SITE-SUD,medium,Thermis,44.5,observation,6539.0,5,3,22,medium
EQ-MIX-261,mixer,SITE-NORD,low,Aster Industrie,52.1,incident,1892.0,2,0,2,medium
EQ-VALVE-327,valve,SITE-SUD,high,Thermis,50.4,incident,3924.0,4,6,13,medium
EQ-VALVE-360,valve,SITE-NORD,critical,Valcor,83.9,intervention,5415.0,1,6,8,medium
EQ-CHILL-371,chiller,SITE-EST,medium,Thermis,72.7,incident,2483.0,2,1,2,high
EQ-CHILL-382,chiller,SITE-SUD,high,MecaNova,38.6,intervention,2550.0,1,1,0,high
EQ-CHILL-393,chiller,SITE-SUD,medium,MecaNova,67.2,intervention,2003.0,2,1,2,high
EQ-CHILL-104,chiller,SITE-SUD,medium,Rotatek,56.5,observation,2430.0,6,5,18,high
EQ-CHILL-115,chiller,SITE-SUD,high,MecaNova,35.7,observation,5722.0,1,3,22,high
EQ-CONV-137,conveyor,SITE-SUD,high,Valcor,28.2,intervention,-1909.0,1,5,16,high
EQ-CONV-148,conveyor,SITE-SUD,medium,Thermis,58.9,intervention,7080.0,3,3,3,high
EQ-CONV-159,conveyor,SITE-EST,low,Rotatek,50.5,intervention,2472.0,2,2,6,high
EQ-CONV-170,conveyor,SITE-NORD,medium,Valcor,32.7,intervention,5358.0,3,0,20,high
EQ-PUMP-181,pump,SITE-SUD,high,Aster Industrie,56.5,observation,5535.0,5,4,21,high
EQ-PUMP-203,pump,SITE-SUD,low,Valcor,62.9,intervention,7300.0,2,1,9,high
EQ-PUMP-214,pump,SITE-SUD,medium,Thermis,39.3,observation,4509.0,5,0,17,high
EQ-PUMP-225,pump,SITE-SUD,medium,Thermis,59.0,intervention,830.0,3,5,9,high
EQ-COMP-233,compressor,SITE-NORD,medium,Aster Industrie,118.6,incident,5935.0,3,5,15,medium
EQ-FAN-001,fan,SITE-EST,medium,MecaNova,31.2,alert,5320.0,4,3,6,medium
EQ-CHILL-393,chiller,SITE-SUD,medium,MecaNova,67.2,intervention,1992.0,1,4,10,medium
EQ-VALVE-360,valve,SITE-NORD,critical,Valcor,83.9,incident,5460.0,2,2,7,high
EQ-CHILL-328,chiller,SITE-NORD,high,Thermis,46.9,observation,1611.0,5,4,18,high
EQ-CHILL-115,chiller,SITE-SUD,high,MecaNova,35.7,observation,5864.0,6,5,15,high
EQ-SENSOR-305,sensor,SITE-NORD,medium,Thermis,71.6,incident,4341.0,2,4,4,high
EQ-ROBOT-346,robot,SITE-NORD,medium,Valcor,23.9,intervention,656.0,3,2,4,critical
EQ-ROBOT-390,robot,SITE-NORD,medium,Rotatek,31.5,incident,4711.0,3,0,4,critical
EQ-CAB-101,electrical_cabinet,SITE-SUD,medium,Valcor,47.5,incident,5709.0,1,0,0,critical
EQ-CAB-112,electrical_cabinet,SITE-EST,low,Aster Industrie,61.2,incident,629.0,5,0,8,critical
EQ-CAB-123,electrical_cabinet,SITE-SUD,low,Thermis,62.8,observation,7060.0,4,6,19,critical
EQ-CAB-134,electrical_cabinet,SITE-NORD,critical,Rotatek,34.0,intervention,1854.0,1,6,19,critical
EQ-CAB-145,electrical_cabinet,SITE-EST,medium,MecaNova,56.2,intervention,3009.0,6,0,12,critical
EQ-VALVE-156,valve,SITE-NORD,high,Rotatek,71.3,intervention,2059.0,3,1,11,low
EQ-VALVE-167,valve,SITE-NORD,low,Valcor,53.3,incident,5509.0,5,0,8,low
EQ-VALVE-178,valve,SITE-EST,medium,Rotatek,70.1,intervention,6407.0,1,5,3,low
EQ-VALVE-189,valve,SITE-EST,medium,Aster Industrie,60.5,alert,3997.0,5,4,11,low
EQ-VALVE-200,valve,SITE-NORD,low,Valcor,57.7,alert,1056.0,1,4,21,low
EQ-ROBOT-175,robot,SITE-NORD,high,Aster Industrie,27.9,incident,3057.0,4,1,20,medium
EQ-FAN-144,fan,SITE-EST,medium,MecaNova,67.2,observation,2769.0,1,5,23,medium
EQ-FAN-200,fan,SITE-EST,low,Thermis,56.5,incident,3835.0,5,0,4,low
EQ-STEAM-352,steam_unit,SITE-EST,medium,MecaNova,56.9,incident,1005.0,6,2,20,high
EQ-CHILL-168,chiller,SITE-NORD,high,Aster Industrie,63.9,intervention,4001.0,4,5,22,high
EQ-COMP-233,compressor,SITE-NORD,medium,Aster Industrie,118.6,incident,6013.0,6,6,19,high
EQ-OVEN-366,oven,SITE-NORD,critical,Aster Industrie,266.8,intervention,844.0,3,5,23,medium
EQ-FAN-304,fan,SITE-NORD,high,Valcor,55.0,incident,4271.0,1,1,7,low
EQ-PUMP-171,pump,SITE-SUD,critical,Rotatek,44.4,intervention,5594.0,6,6,16,medium
EQ-PRESS-277,press,SITE-NORD,high,MecaNova,159.9,incident,2034.0,3,6,16,medium
EQ-COMP-002,compressor,SITE-NORD,high,MecaNova,93.2,incident,6721.0,5,1,17,medium
EQ-COMP-140,compressor,SITE-OUEST,critical,Rotatek,95.4,intervention,6847.0,2,0,20,high
EQ-OVEN-203,oven,SITE-OUEST,medium,Thermis,218.3,intervention,6835.0,6,5,20,low
EQ-EXTRA-414,oven,SITE-SUD,medium,Valcor,262.4,incident,3930.0,2,2,13,medium
EQ-FAN-002,fan,SITE-EST,high,MecaNova,37.7,incident,3657.0,6,1,5,medium
EQ-FAN-304,fan,SITE-NORD,high,Valcor,55.0,incident,4344.0,4,4,18,low
EQ-PUMP-307,pump,SITE-EST,low,Valcor,24.0,incident,472.0,1,4,4,critical
EQ-CAB-134,electrical_cabinet,SITE-NORD,critical,Rotatek,34.0,intervention,1847.0,1,6,7,high
EQ-PUMP-350,pump,SITE-NORD,high,Thermis,37.3,observation,1332.0,5,5,9,critical
EQ-ROBOT-155,robot,SITE-SUD,low,Valcor,34.6,observation,1045.0,6,1,0,medium
EQ-VALVE-388,valve,SITE-SUD,high,Rotatek,51.3,observation,5575.0,3,1,18,medium
EQ-PUMP-181,pump,SITE-SUD,high,Aster Industrie,56.5,observation,5430.0,2,4,16,low
EQ-STEAM-341,steam_unit,SITE-SUD,high,Thermis,46.5,observation,1868.0,4,0,21,medium
EQ-PUMP-006,pump,SITE-NORD,critical,Thermis,49.4,incident,4692.0,5,3,18,high
EQ-PUMP-371,pump,SITE-NORD,high,MecaNova,19.5,incident,4688.0,6,1,18,low
EQ-PUMP-001,pump,SITE-NORD,critical,Aster Industrie,50.6,incident,7040.0,1,3,22,low
EQ-STEAM-341,steam_unit,SITE-SUD,high,Thermis,46.5,intervention,1834.0,3,1,16,medium
EQ-ROBOT-358,robot,SITE-SUD,high,Aster Industrie,31.0,incident,5232.0,5,3,17,high
EQ-CONV-376,conveyor,SITE-SUD,high,Thermis,60.7,incident,6662.0,4,0,22,medium
EQ-FAN-304,fan,SITE-NORD,high,Valcor,55.0,incident,4343.0,4,3,4,high
EQ-CONV-362,conveyor,SITE-EST,medium,Aster Industrie,35.7,incident,2479.0,3,4,23,medium
EQ-EXTRA-421,compressor,SITE-EST,high,MecaNova,127.2,incident,5651.0,3,5,19,medium
EQ-CONV-102,conveyor,SITE-OUEST,medium,Aster Industrie,74.2,observation,7330.0,3,2,13,high
EQ-PUMP-214,pump,SITE-SUD,medium,Thermis,39.3,observation,4416.0,2,5,6,high
EQ-ROBOT-158,robot,SITE-SUD,medium,Valcor,30.3,observation,3612.0,5,5,9,medium
EQ-SENSOR-185,sensor,SITE-NORD,critical,Aster Industrie,66.8,observation,4033.0,5,4,19,medium
EQ-SENSOR-205,sensor,SITE-SUD,medium,Valcor,87.7,intervention,816.0,3,0,21,medium
EQ-CHILL-188,chiller,SITE-EST,high,Rotatek,58.9,incident,1336.0,3,1,8,high
